,depart_airport,depart_date,depart_time,arrival_time,arrival_date,dest_airport,airline
1653,Mid Delta Regional Airport - Greenville,2022-12-01,17:42,21:25,2022-12-01,Lemoore Naval Air Station (Reeves Field) Airport - Lemoore,Australia Asia Airlines
1654,Mbandaka Airport - Mbandaka,2022-09-01,10:36,15:40,2022-09-01,Halls Creek Airport - nan,Jetstar
1655,Vernon Airport - Vernon,2022-05-20,19:41,02:02,2022-05-20,Williston Basin International Airport - Williston,Air Caledonie International
1656,Nemiscau Airport - Nemiscau,2022-12-21,13:53,15:24,2022-12-21,Mayor Buenaventura Vivas International Airport - Santo Domingo,JALways
1657,Virac Airport - Virac,2022-08-28,05:57,11:41,2022-08-28,Rincon De Los Sauces Airport - Rincon de los Sauces,Swissair
1658,Asheville Regional Airport - Asheville,2022-09-03,10:34,15:45,2022-09-03,Örebro Airport - Örebro,EgyptAir
1659,Qurghonteppa International Airport - Kurgan-Tyube,2022-08-27,15:49,17:48,2022-08-27,Des Moines International Airport - Des Moines,Qatar Airways
1660,Camp Pendleton MCAS (Munn Field) Airport - Oceanside,2022-11-11,05:09,07:45,2022-11-11,Dole-Tavaux Airport - Dole/Tavaux,MBA Pty Ltd
1661,Garoua International Airport - Garoua,2022-12-24,04:47,08:03,2022-12-24,Marshall Army Air Field - Fort Riley (Junction City),Qantas Airways
1662,King Salmon Airport - King Salmon,2022-08-12,22:33,04:44,2022-08-12,South Alabama Regional At Bill Benton Field Airport - Andalusia/Opp,Eva Air
1663,Abu Musa Island Airport - Abu Musa,2022-09-15,09:15,15:50,2022-09-15,Sam Ratulangi Airport - Manado,National Airlines
1664,Frankfurt-Egelsbach Airport - Frankfurt am Main,2022-11-02,16:41,20:57,2022-11-02,Évreux-Fauville (BA 105) Air Base - Évreux/Fauville,Middle East Airlines
1665,Kaadedhdhoo Airport - Huvadhu Atoll,2022-08-19,10:21,14:23,2022-08-19,Greenwood–Leflore Airport - Greenwood,SkyAirWorld
1666,Mobile Downtown Airport - Mobile,2022-10-11,15:28,19:29,2022-10-11,Mount Fuji Shizuoka Airport - Makinohara / Shimada,Ansett Air Freight
1667,Benguera Island Airport - Benguera Island,2022-10-08,01:54,06:09,2022-10-08,Sarajevo International Airport - Sarajevo,Continental Micronesia
1668,RAF Marham - Marham,2022-12-11,05:56,10:37,2022-12-11,Longreach Airport - Longreach,Donghai Airlines
1669,Sehwan Sharif Airport - Sehwan Sharif,2022-12-11,16:02,21:48,2022-12-11,Región de Murcia International Airport - Corvera,Airlines PNG
1670,Munda Airport - Munda,2022-11-15,13:25,20:04,2022-11-15,Awasa Airport - Awasa,Connie Kalitta Services
1671,Tahoua Airport - Tahoua,2022-05-24,07:21,09:40,2022-05-24,Fond-Du-Lac Airport - Fond-Du-Lac,Norfolk Jet Express
1672,Kemerovo Airport - Kemerovo,2022-11-10,10:50,12:52,2022-11-10,MCAS New River / McCutcheon Field - Jacksonville,Eva Air
1673,Lycksele Airport - Lycksele,2022-11-10,05:51,09:26,2022-11-10,Kauhajoki Airfield - nan,Air China
1674,Lelystad Airport - Lelystad,2022-05-21,20:34,02:53,2022-05-21,Patuxent River Naval Air Station (Trapnell Field) - Patuxent River,Lan Chile
1675,James M Cox Dayton International Airport - Dayton,2022-12-21,15:44,21:19,2022-12-21,Burley Municipal Airport - Burley,Cargolux Airlines Intl
1676,Geneva Cointrin International Airport - Geneva,2022-12-21,19:54,01:11,2022-12-21,Samedan Airport - nan,Scoot
1677,Brač Airport - Bol,2022-07-11,16:33,20:17,2022-07-11,Pokhara International Airport - Pokhara,Yugoslav Airlines
1678,Gaspé (Michel-Pouliot) Airport - Gaspé,2022-07-20,00:07,00:58,2022-07-20,Chandigarh International Airport - Chandigarh,Air Canada
1679,Quetta International Airport - Quetta,2022-11-23,10:48,15:51,2022-11-23,Zonguldak Çaycuma Airport - Zonguldak,Air Mauritius
1680,Lombok International Airport - Mataram,2022-05-16,07:16,07:57,2022-05-16,Khon Kaen Airport - Khon Kaen,Air Mauritius
1681,Paramillo Airport - nan,2022-09-07,10:40,15:44,2022-09-07,Andapa Airport - nan,Hong Kong Airlines
1682,Kärdla Airport - Kärdla,2022-08-13,20:46,02:04,2022-08-13,Sioux Falls Regional Airport / Joe Foss Field - Sioux Falls,Air Niugini
1683,Aurillac Airport - Aurillac,2022-10-09,07:53,11:35,2022-10-09,Radin Inten II International Airport - Bandar Lampung-Sumatra Island,China Eastern Airlines
1684,Paro International Airport - Paro,2022-09-30,15:55,20:42,2022-09-30,Concord-Padgett Regional Airport - Concord,AirAsia X
1685,Charles de Gaulle International Airport - Paris,2022-06-27,10:46,11:58,2022-06-27,Benin Airport - Benin,Etihad Airways
1686,Sveg Airport - Sveg,2022-06-11,20:48,23:55,2022-06-11,Tarauacá Airport - Tarauacá,Airlines PNG
1687,Pincher Creek Airport - Pincher Creek,2022-07-03,22:10,23:52,2022-07-03,Dundee Airport - Dundee,National Airlines
1688,Ras Tanura Airport - Ras Tanura,2022-05-21,05:46,11:48,2022-05-21,Tadoule Lake Airport - Tadoule Lake,Asiana Airlines
1689,Bazaruto Island Airport - Bazaruto Island,2022-09-26,05:07,08:03,2022-09-26,Périgueux-Bassillac Airport - Périgueux/Bassillac,Virgin Atlantic Airways
1690,Staniel Cay Airport - nan,2022-12-28,04:05,05:59,2022-12-28,Lincang Boshang Airport - Lincang,Singapore Airlines
1691,Prince Rupert Airport - Prince Rupert,2022-12-15,01:13,07:45,2022-12-15,Sachigo Lake Airport - Sachigo Lake,Flying Tiger Line
1692,Sintang(Susilo) Airport - Sintang-Borneo Island,2022-05-25,11:40,16:32,2022-05-25,Dolbeau St Felicien Airport - Dolbeau-St-Félicien,Olympic Airways
1693,Madeira International Airport Cristiano Ronaldo - Funchal,2022-10-04,02:16,07:44,2022-10-04,Afonso Pena Airport - Curitiba,Malindo Air
1694,Ambérieu Air Base (BA 278) - Ambérieu,2022-09-17,00:22,03:27,2022-09-17,RAF Northolt - London,British Airways
1695,Ellsworth Air Force Base - Rapid City,2022-05-29,06:03,08:55,2022-05-29,Mangla Airport - Mangla,AirAsia X
1696,Belgrade Nikola Tesla Airport - Belgrade,2022-05-28,18:15,19:32,2022-05-28,Fort Dodge Regional Airport - Fort Dodge,SkyAirWorld
1697,Texada Gillies Bay Airport - Texada,2022-09-01,16:00,21:33,2022-09-01,Galway Airport - Galway,China Airlines
1698,Tiree Airport - Balemartine,2022-09-18,00:37,05:29,2022-09-18,New Richmond Regional Airport - New Richmond,SriLankan Airlines
1699,Matahora Airport - Wangi-wangi Island,2022-12-03,20:46,03:19,2022-12-03,Vannes-Meucon Airport - Vannes/Meucon,Air Niugini
1700,Hechi Jinchengjiang Airport - Hechi (Jinchengjiang),2022-12-18,01:06,07:18,2022-12-18,"Stord Airport, Sørstokken - Leirvik",Cebu Pacific Air
1701,Rach Gia Airport - Rach Gia,2022-09-03,16:22,19:57,2022-09-03,Surigao Airport - Surigao City,Qatar Airways
1702,Gwangju Airport - Gwangju,2022-05-03,12:53,18:35,2022-05-03,Fort Stockton Pecos County Airport - Fort Stockton,Cook Islands International
1703,Jorhat Airport - Jorhat,2022-07-19,11:14,16:04,2022-07-19,Jiuzhai Huanglong Airport - Jiuzhaigou,South African Airways
1704,Borisoglebsk Air Base - Borisoglebsk,2022-08-18,18:27,22:25,2022-08-18,Beaver Creek Airport - Beaver Creek,AirAsia X
1705,Asyut International Airport - Asyut,2022-06-23,12:25,14:20,2022-06-23,Lviv International Airport - Lviv,Australia Asia Airlines
1706,Pichoy Airport - Valdivia,2022-11-01,11:06,16:01,2022-11-01,Cangyuan Washan Airport - Cangyuan Va Autonomous County,Air Austral
1707,Batajnica Air Base - Batajnica,2022-05-08,05:49,12:02,2022-05-08,Kalmar Airport - Kalmar,Jetstar
1708,M'Vengue El Hadj Omar Bongo Ondimba International Airport - Franceville,2022-05-05,23:07,02:48,2022-05-05,Pickle Lake Airport - Pickle Lake,LATAM Airlines
1709,Figari Sud-Corse Airport - Figari Sud-Corse,2022-06-24,03:42,05:07,2022-06-24,Fascene Airport - Nosy Be,Swissair
1710,Bryce Canyon Airport - Bryce Canyon,2022-05-25,22:57,02:14,2022-05-25,Tulsa International Airport - Tulsa,Delta Air Lines
1711,Bam Airport - Bam,2022-05-07,21:47,04:02,2022-05-07,Lincang Boshang Airport - Lincang,Delta Air Lines
1712,Siglufjörður Airport - Siglufjörður,2022-06-10,17:17,17:54,2022-06-10,Ndolo Airport - N'dolo,AirAsia X
1713,Maupiti Airport - nan,2022-05-10,15:14,16:57,2022-05-10,Fukue Airport - Goto,Tianjin Airlines
1714,Beaufort MCAS - Merritt Field - Beaufort,2022-12-23,19:25,20:22,2022-12-23,Guaratinguetá Airport - Guaratinguetá,Lan Chile
1715,Dolon Air Base - Semey,2022-10-02,08:18,13:24,2022-10-02,Tulita Airport - Tulita,EgyptAir
1716,Cocos (Keeling) Islands Airport - West Island,2022-10-18,12:01,13:28,2022-10-18,Vandenberg Air Force Base - Lompoc,Kalitta Air
1717,Sioux Falls Regional Airport / Joe Foss Field - Sioux Falls,2022-11-15,13:39,18:23,2022-11-15,Yacuiba Airport - Yacuíba,Air India
1718,Sembawang Air Base - Sembawang,2022-05-28,16:37,18:43,2022-05-28,King Island Airport - nan,Qatar Airways
1719,Nausori International Airport - Nausori,2022-12-23,01:45,02:44,2022-12-23,Daocheng Yading Airport - Daocheng County,Austrian Airlines
1720,Jerez Airport - Jerez de la Frontera,2022-05-03,22:21,04:51,2022-05-03,Makurdi Airport - Makurdi,Pan American
1721,El Golea Airport - El Menia,2022-10-10,00:50,03:34,2022-10-10,Vijayawada Airport - Gannavaram,LAN Airlines
1722,Helsinki East-Redstone Airport - Helsinki (Pyhtää),2022-07-07,05:22,11:32,2022-07-07,Lubumbashi International Airport - Lubumbashi,Jin Air
1723,King Abdulaziz Air Base - Dhahran,2022-12-22,23:24,04:42,2022-12-22,Russell Municipal Airport - Russell,Ansett International
1724,Maya-Maya Airport - Brazzaville,2022-05-24,12:42,13:26,2022-05-24,Trat Airport - Laem Ngop,Kiwi Travel Intl Airlines
1725,Shah Amanat International Airport - Chattogram (Chittagong),2022-07-29,00:45,05:06,2022-07-29,Taupo Airport - Taupo,Cebu Pacific Air
1726,Khanskaya Air Base - Maykop,2022-05-03,15:04,16:39,2022-05-03,Roland Garros Airport - St Denis,China Airlines
1727,Manitoulin East Municipal Airport - Sheguiandah,2022-10-15,11:38,17:02,2022-10-15,Adisutjipto International Airport - Yogyakarta-Java Island,Sichuan Airlines
1728,Ross River Airport - Ross River,2022-11-18,17:12,19:14,2022-11-18,Yinchuan Hedong International Airport - Yinchuan,Olympic Airways
1729,Hao Airport - Otepa,2022-11-09,02:24,07:23,2022-11-09,Ndolo Airport - N'dolo,Kalitta Air
1730,Cazaux (BA 120) Air Base - Cazaux (La Teste-de-Buch),2022-09-29,06:13,08:52,2022-09-29,Bezmer Air Base - Yambol,Middle East Airlines
1731,Nanning Wuxu Airport - Nanning (Jiangnan),2022-12-24,12:16,16:46,2022-12-24,Nikolayevsk-na-Amure Airport - Nikolayevsk-na-Amure Airport,Air Australia
1732,Davis Monthan Air Force Base - Tucson,2022-10-17,11:41,16:43,2022-10-17,Tobías Bolaños International Airport - San Jose,Airlines PNG
1733,Penza Airport - Penza,2022-09-05,16:35,22:28,2022-09-05,Trabzon International Airport - Trabzon,SkyExpress
1734,Malmö Sturup Airport - Malmö,2022-11-12,07:58,11:14,2022-11-12,Buttonville Municipal Airport - Toronto,Air Mauritius
1735,Olyokminsk Airport - Olyokminsk,2022-12-04,05:14,05:56,2022-12-04,Barking Sands Airport - Kekaha,Solomon Airlines
1736,Kontum Airport - Kontum,2022-08-18,19:41,02:18,2022-08-18,Shamsi Airfield - Washuk,Jetstar
1737,Natal Air Force Base - Natal,2022-06-04,05:44,11:05,2022-06-04,Bogashevo Airport - Tomsk,Thai Airways International
1738,Carriel Sur Airport - Concepcion,2022-12-12,14:05,16:59,2022-12-12,Vadsø Airport - Vadsø,Tasman Cargo Airlines
1739,Riyan Mukalla International Airport - Riyan,2022-12-25,15:17,17:41,2022-12-25,Jessore Airport - Jashore (Jessore),Australian Airlines
1740,Yongzhou Lingling Airport - Yongzhou,2022-10-04,12:42,14:07,2022-10-04,Fianarantsoa Airport - Fianarantsoa,Qantas Airways
1741,Worcester Regional Airport - Worcester,2022-05-28,02:22,05:21,2022-05-28,Peretola Airport - Firenze,Eva Air
1742,Old Crow Airport - Old Crow,2022-10-13,05:48,07:39,2022-10-13,Axum Airport - nan,Mandarin Airlines
1743,Faisalabad International Airport - Faisalabad,2022-10-06,18:38,21:28,2022-10-06,Montrose Regional Airport - Montrose,Solomon Airlines
1744,Igloolik Airport - Igloolik,2022-09-27,17:47,20:57,2022-09-27,Jubail Airport - Jubail,Korean Air
1745,Gothenburg City Airport - Gothenburg,2022-07-25,05:15,06:23,2022-07-25,Rhinelander Oneida County Airport - Rhinelander,Silk Air
1746,Lok Nayak Jayaprakash Airport - Patna,2022-06-22,19:57,02:28,2022-06-22,El Dorado International Airport - Bogota,Flying Tiger Line
1747,Schefferville Airport - Schefferville,2022-12-10,12:43,18:12,2022-12-10,Malmen Air Base - Linköping,National Jet Systems
1748,Touggourt Sidi Madhi Airport - Touggourt,2022-10-12,22:44,00:01,2022-10-12,Addis Ababa Bole International Airport - Addis Ababa,Aeroflot Russian Intl A/l
1749,Nowshahr Airport - Nowshahr,2022-10-05,10:02,12:59,2022-10-05,Tengah Air Base - Western Water Catchment,Air Caledonie International
1750,Rick Husband Amarillo International Airport - Amarillo,2022-07-24,00:05,02:34,2022-07-24,Kamina Base Airport - nan,Hainan Airlines
1751,Boundary Bay Airport - Vancouver,2022-11-03,11:36,16:19,2022-11-03,Southampton Airport - Southampton,Hawaiian Airlines
1752,Murray Field - Eureka,2022-12-11,21:25,01:12,2022-12-11,Palermo-Boccadifalco Airport - Palermo,JALways
1753,Khok Kathiam Airport - nan,2022-09-05,15:49,18:33,2022-09-05,San Juan de Los Morros Airport - San Juan de los Morros,Flight West Airlines
1754,Lieutenant General Qasem Soleimani International Airport - Ahvaz,2022-10-16,03:56,06:44,2022-10-16,Songkhla Airport - nan,Freedom Air International
1755,Masset Airport - Masset,2022-10-04,17:36,21:29,2022-10-04,Stewart Airport - Stewart,Royal Tongan Airlines
1756,Chichen Itza International Airport - Chichen Itza,2022-09-30,12:39,13:16,2022-09-30,Kinston Regional Jetport At Stallings Field - Kinston,Sempati Air
1757,Kodiak Airport - Kodiak,2022-12-28,02:50,08:36,2022-12-28,Sivrihisar Airport - Sivrihisar,Kalitta Air
1758,Leipzig/Halle Airport - Leipzig,2022-08-26,00:29,04:05,2022-08-26,Mozes Kilangin Airport - Timika-Papua Island,Transair
1759,Barberton Airport - Umjindi (Barberton),2022-05-26,17:06,23:39,2022-05-26,Merle K (Mudhole) Smith Airport - Cordova,Air Tahiti Nui
1760,Enrique Malek International Airport - David,2022-08-18,12:50,13:35,2022-08-18,Hermanos Serdán International Airport - Puebla,Norfolk Jet Express
1761,Cauayan Airport - Cauayan City,2022-10-07,14:23,20:53,2022-10-07,Pichoy Airport - Valdivia,EgyptAir
1762,Boulder Clay Runway - Zucchelli Station,2022-05-11,03:19,03:44,2022-05-11,Coveñas Airport - Coveñas,Lan Chile
1763,Tyler Pounds Regional Airport - Tyler,2022-10-15,10:59,13:38,2022-10-15,Sidi Ahmed Air Base - Sidi Ahmed,China Airlines
1764,Qionghai Bo'ao Airport - Qionghai,2022-06-01,12:18,13:13,2022-06-01,John C. Munro Hamilton International Airport - Hamilton,Virgin Atlantic Airways
1765,JASDF Matsushima Air Base - Ishinomaki,2022-08-04,02:56,03:41,2022-08-04,Chicago Midway International Airport - Chicago,Aegean Airlines
1766,Blue River Airport - Blue River,2022-12-18,03:45,04:19,2022-12-18,Flugplatz Donaueschingen-Villingen - Donaueschingen,Air Zimbabwe
1767,Ürümqi South Air Base - Ürümqi,2022-10-16,18:55,19:36,2022-10-16,Tucupita Airport - Tucupita,Air Caledonie
1768,Bario Airport - Bario,2022-07-01,18:52,01:29,2022-07-01,Spangdahlem Air Base - Trier,South African Airways
1769,Minsk National Airport - Minsk,2022-12-18,04:53,10:53,2022-12-18,Örebro Airport - Örebro,Air Mauritius
1770,Beirut Rafic Hariri International Airport - Beirut,2022-11-15,09:40,11:27,2022-11-15,Nal Airport - Bikaner,Tiger Airways
1771,Argyle International Airport - Kingstown,2022-08-03,05:10,07:29,2022-08-03,Beijing Nanjiao Airport - Beijing,Australia Asia Airlines
1772,Etimesgut Air Base - Ankara,2022-05-03,07:38,11:16,2022-05-03,Maharana Pratap Airport - Udaipur,SkyAirWorld
1773,Dawson Creek Airport - Dawson Creek,2022-05-26,14:09,15:46,2022-05-26,Simmons Army Air Field - Fort Bragg,LATAM Airlines
1774,RAF Wyton - St. Ives,2022-11-07,06:40,12:31,2022-11-07,Pellston Regional Airport of Emmet County Airport - Pellston,Air Pacific
1775,Bragança Airport - Bragança,2022-06-19,07:28,11:19,2022-06-19,Dhanbad Airport - nan,Korean Air
1776,Stockholm-Bromma Airport - Stockholm,2022-07-20,19:52,21:36,2022-07-20,Niamtougou International Airport - Niamtougou,Hainan Airlines
1777,Lubbock Preston Smith International Airport - Lubbock,2022-09-17,17:46,20:09,2022-09-17,Sanga Sanga Airport - nan,Qantas Airways
1778,Antonio Agostinho-Neto International Airport - Pointe Noire,2022-10-25,21:27,03:49,2022-10-25,Naha Airport / JASDF Naha Air Base - Naha,Olympic Airways
1779,Bojnord Airport - Bojnord,2022-06-16,00:46,05:10,2022-06-16,Newman Airport - Newman,Tiger Airways
1780,Columbus Metropolitan Airport - Columbus,2022-11-20,10:18,13:34,2022-11-20,Zenata – Messali El Hadj Airport - Tlemcen,Tianjin Airlines
1781,"Pattimura Airport, Ambon - Ambon",2022-12-13,16:13,16:57,2022-12-13,Chumphon Airport - nan,Gulf Air
1782,Oswaldo Guevara Mujica Airport - Acarigua,2022-05-24,20:49,21:27,2022-05-24,Jim Hamilton L.B. Owens Airport - Columbia,Indonesia AirAsia
1783,Termez Airport - Termez,2022-09-18,12:55,18:16,2022-09-18,Uprun Air Base - Uvelsky,AOM French Airlines
1784,Qayyarah West Airport - Qayyarah,2022-11-07,23:53,04:36,2022-11-07,Key West International Airport - Key West,Air Paradise International
1785,Preguiça Airport - Preguiça,2022-08-18,22:26,01:17,2022-08-18,Modibo Keita International Airport - Bamako,Royal Tongan Airlines
1786,Levashovo Air Base - St. Petersburg,2022-09-16,02:11,04:39,2022-09-16,Duke Field - Crestview,SriLankan Airlines
1787,Russell Municipal Airport - Russell,2022-09-20,10:16,11:32,2022-09-20,Miyako Shimojishima Airport - Miyakojima,Olympic Airways
1788,Forbes Airport - Forbes,2022-06-01,23:36,00:52,2022-06-01,Barksdale Air Force Base - Bossier City,South African Airways
1789,Gaziantep International Airport - Gaziantep,2022-11-16,09:36,13:12,2022-11-16,"Anshun Huangguoshu Airport - Xixiu, Anshun",Australian Airlines
1790,Angads Airport - Oujda,2022-05-03,11:34,13:29,2022-05-03,Pendopo Airport - Talang Gudang-Sumatra Island,Tigerair Australia
1791,Tucupita Airport - Tucupita,2022-05-08,03:55,09:02,2022-05-08,Greater Rochester International Airport - Rochester,Pacific Air Express
1792,Rock Sound Airport - Rock Sound,2022-11-27,10:51,15:03,2022-11-27,Aden Adde International Airport - Mogadishu,Virgin Samoa
1793,Lar Airport - Lar,2022-09-25,11:22,16:47,2022-09-25,Jorhat Airport - Jorhat,V Australia
1794,Juan Casiano Airport - Guapi,2022-05-16,10:38,13:39,2022-05-16,Takaroa Airport - nan,SkyExpress
1795,"Andersen Air Force Base - Yigo, Mariana Island",2022-05-05,11:43,12:11,2022-05-05,New Bight Airport - Cat Island,United Parcel Service
1796,Liangxiangzhen Air Base - Beijing,2022-11-06,08:26,11:55,2022-11-06,Subic Bay International Airport / Naval Air Station Cubi Point - Olongapo,LATAM Airlines
1797,Peterborough Municipal Airport - Peterborough,2022-08-02,02:08,04:07,2022-08-02,Ilford Airport - Ilford,Beijing Capital Airlines
1798,Floyd Bennett Memorial Airport - Glens Falls,2022-11-02,05:50,06:35,2022-11-02,Alamogordo White Sands Regional Airport - Alamogordo,Emirates
1799,Casale Monferrato Airport - Casale Monferrato,2022-11-14,08:25,10:15,2022-11-14,Bulgan Airport - Bulgan,Air Paradise International
1800,Enrique Olaya Herrera Airport - Medellín,2022-09-17,21:40,00:23,2022-09-17,Malmen Air Base - Linköping,Cook Islands International
1801,Imphal Airport - Imphal,2022-11-02,07:07,13:07,2022-11-02,Creil Air Base - Creil,Swissair
1802,Multan International Airport - Multan,2022-09-20,06:56,11:16,2022-09-20,Evansville Regional Airport - Evansville,Samoa Airways
1803,Tubuai Airport - nan,2022-05-26,22:08,22:44,2022-05-26,Bamenda Airport - Bamenda,Flight West Airlines
1804,Roberval Airport - Roberval,2022-12-09,23:38,03:29,2022-12-09,Nancy-Ochey (BA 133) Air Base - Nancy/Ochey,Fiji Airways
1805,Verona-Villafranca Valerio Catullo Airport - Villafranca di Verona,2022-12-27,02:47,05:01,2022-12-27,Veer Savarkar International Airport / INS Utkrosh - Port Blair,Flight West Airlines
