,depart_airport,depart_date,depart_time,arrival_time,arrival_date,dest_airport,airline
17839,Northwest Regional Airport Terrace-Kitimat - Terrace,2022-06-26,07:04,10:20,2022-06-26,Bonaventure Airport - Bonaventure,Vietnam Airlines
17840,Fort Nelson Airport - Fort Nelson,2022-06-11,16:52,18:23,2022-06-11,Goose Bay Airport - Goose Bay,Sichuan Airlines
17841,St. John's International Airport - St. John's,2022-06-03,21:12,23:16,2022-06-03,Fort St John Airport - Fort St.John,Scoot Tigerair
17842,Armstrong Airport - Armstrong,2022-06-18,02:31,03:52,2022-06-18,Churchill Airport - Churchill,Freedom Air International
17843,Whale Cove Airport - Whale Cove,2022-06-05,05:20,06:05,2022-06-05,Mont Joli Airport - Mont-Joli,Freedom Air International
17844,North Bay Jack Garland Airport - North Bay,2022-06-07,11:03,17:34,2022-06-07,Kapuskasing Airport - Kapuskasing,Japan Airlines
17845,Lynn Lake Airport - Lynn Lake,2022-06-25,20:35,22:20,2022-06-25,Taloyoak Airport - Taloyoak,Xiamen Airlines
17846,Abbotsford International Airport - Abbotsford,2022-06-30,21:03,03:03,2022-06-30,Whale Cove Airport - Whale Cove,Australia Asia Airlines
17847,London Airport - London,2022-06-16,00:32,05:44,2022-06-16,North Bay Jack Garland Airport - North Bay,Asian Express Airlines
17848,London Airport - London,2022-06-14,18:48,20:39,2022-06-14,Lester B. Pearson International Airport - Toronto,Aerolineas Argentinas
17849,St. John's International Airport - St. John's,2022-06-08,10:14,14:19,2022-06-08,Lynn Lake Airport - Lynn Lake,Air Chathams
17850,Lynn Lake Airport - Lynn Lake,2022-06-25,03:38,06:21,2022-06-25,Northwest Regional Airport Terrace-Kitimat - Terrace,Pan American
17851,London Airport - London,2022-06-12,01:46,07:17,2022-06-12,Victoria International Airport - Victoria,Lauda Air
17852,Lester B. Pearson International Airport - Toronto,2022-06-10,17:46,21:25,2022-06-10,Taloyoak Airport - Taloyoak,Air France
17853,Fort St John Airport - Fort St.John,2022-06-18,06:40,12:30,2022-06-18,Fort Nelson Airport - Fort Nelson,Our Airline
17854,Fort Smith Airport - Fort Smith,2022-06-02,09:51,13:01,2022-06-02,Bonaventure Airport - Bonaventure,Thai AirAsia X
17855,Fort St John Airport - Fort St.John,2022-06-23,17:04,17:27,2022-06-23,Abbotsford International Airport - Abbotsford,Solomon Airlines
17856,North Bay Jack Garland Airport - North Bay,2022-06-26,02:13,08:16,2022-06-26,Gore Bay Manitoulin Airport - Gore Bay,Connie Kalitta Services
17857,Lynn Lake Airport - Lynn Lake,2022-06-22,07:59,11:14,2022-06-22,Kapuskasing Airport - Kapuskasing,Ansett Air Freight
17858,St Leonard Airport - St Leonard,2022-06-18,02:14,04:21,2022-06-18,Churchill Airport - Churchill,United Parcel Service
17859,Bonaventure Airport - Bonaventure,2022-06-27,10:33,11:47,2022-06-27,Beaver Creek Airport - Beaver Creek,Jetstar
17860,Swift Current Airport - Swift Current,2022-06-11,15:55,16:32,2022-06-11,Abbotsford International Airport - Abbotsford,Etihad Airways
17861,Kapuskasing Airport - Kapuskasing,2022-06-01,12:43,18:59,2022-06-01,Medicine Hat Regional Airport - Medicine Hat,Gulf Air
17862,Timmins/Victor M. Power - Timmins,2022-06-23,19:30,00:25,2022-06-23,Lester B. Pearson International Airport - Toronto,Solomon Airlines
17863,Kapuskasing Airport - Kapuskasing,2022-06-24,18:18,22:46,2022-06-24,Victoria International Airport - Victoria,National Airlines
17864,Downsview Airport - Toronto,2022-06-12,15:01,17:23,2022-06-12,London Airport - London,Air Caledonie International
17865,Lynn Lake Airport - Lynn Lake,2022-06-16,08:18,11:03,2022-06-16,Kapuskasing Airport - Kapuskasing,Our Airline
17866,London Airport - London,2022-06-06,15:32,19:01,2022-06-06,Fort St John Airport - Fort St.John,Yugoslav Airlines
17867,Taloyoak Airport - Taloyoak,2022-06-29,01:53,07:45,2022-06-29,Beaver Creek Airport - Beaver Creek,Pel-Air Aviation
17868,Whale Cove Airport - Whale Cove,2022-06-22,00:25,06:43,2022-06-22,Victoria International Airport - Victoria,Hainan Airlines
17869,Gore Bay Manitoulin Airport - Gore Bay,2022-06-01,11:12,16:13,2022-06-01,Swift Current Airport - Swift Current,Air Caledonie International
17870,Medicine Hat Regional Airport - Medicine Hat,2022-06-24,12:42,16:36,2022-06-24,Taloyoak Airport - Taloyoak,Continental Airlines
17871,Kapuskasing Airport - Kapuskasing,2022-06-03,19:17,22:22,2022-06-03,Fort Smith Airport - Fort Smith,Ansett Air Freight
17872,Taloyoak Airport - Taloyoak,2022-06-29,01:35,05:12,2022-06-29,Swift Current Airport - Swift Current,Ansett Air Freight
17873,Kapuskasing Airport - Kapuskasing,2022-06-13,23:54,05:48,2022-06-13,Timmins/Victor M. Power - Timmins,Yugoslav Airlines
17874,Whale Cove Airport - Whale Cove,2022-06-24,12:15,16:53,2022-06-24,North Bay Jack Garland Airport - North Bay,Etihad Airways
17875,St. John's International Airport - St. John's,2022-06-22,15:22,17:12,2022-06-22,Abbotsford International Airport - Abbotsford,Cebu Pacific Air
17876,Fort Nelson Airport - Fort Nelson,2022-06-21,10:34,14:30,2022-06-21,Victoria International Airport - Victoria,Jin Air
17877,Armstrong Airport - Armstrong,2022-06-30,22:40,00:33,2022-06-30,Northwest Regional Airport Terrace-Kitimat - Terrace,Virgin Samoa
17878,Lynn Lake Airport - Lynn Lake,2022-06-01,08:18,12:26,2022-06-01,North Bay Jack Garland Airport - North Bay,Aeroflot Russian Intl A/l
17879,North Bay Jack Garland Airport - North Bay,2022-06-03,23:19,04:24,2022-06-03,St Leonard Airport - St Leonard,Our Airline
17880,Fort St John Airport - Fort St.John,2022-06-19,23:10,02:55,2022-06-19,Churchill Airport - Churchill,Alitalia
17881,Northwest Regional Airport Terrace-Kitimat - Terrace,2022-06-02,04:00,06:07,2022-06-02,Medicine Hat Regional Airport - Medicine Hat,SkyExpress
17882,St. John's International Airport - St. John's,2022-06-20,01:50,06:26,2022-06-20,Bonaventure Airport - Bonaventure,Our Airline
17883,Northwest Regional Airport Terrace-Kitimat - Terrace,2022-06-24,00:48,03:47,2022-06-24,Fort St John Airport - Fort St.John,Royal Tongan Airlines
17884,Beaver Creek Airport - Beaver Creek,2022-06-28,14:38,18:35,2022-06-28,Fort Smith Airport - Fort Smith,Alitalia
17885,Timmins/Victor M. Power - Timmins,2022-06-26,04:16,10:22,2022-06-26,London Airport - London,SriLankan Airlines
17886,St. John's International Airport - St. John's,2022-06-23,07:17,13:05,2022-06-23,Abbotsford International Airport - Abbotsford,Malindo Air
17887,Downsview Airport - Toronto,2022-06-24,03:16,09:15,2022-06-24,London Airport - London,Middle East Airlines
17888,London Airport - London,2022-06-09,13:26,16:36,2022-06-09,North Bay Jack Garland Airport - North Bay,Gulf Air
17889,La Ronge Airport - La Ronge,2022-06-17,21:06,22:00,2022-06-17,Fort St John Airport - Fort St.John,Australia Asia Airlines
17890,Gore Bay Manitoulin Airport - Gore Bay,2022-06-20,07:46,13:59,2022-06-20,Medicine Hat Regional Airport - Medicine Hat,Pel-Air Aviation
17891,Downsview Airport - Toronto,2022-06-21,19:43,23:56,2022-06-21,Gore Bay Manitoulin Airport - Gore Bay,V Australia
17892,Armstrong Airport - Armstrong,2022-06-14,07:55,14:24,2022-06-14,Beaver Creek Airport - Beaver Creek,Air Canada
17893,Fort Smith Airport - Fort Smith,2022-06-26,19:38,01:10,2022-06-26,Churchill Airport - Churchill,Scoot Tigerair
17894,Fort St John Airport - Fort St.John,2022-06-25,08:18,12:09,2022-06-25,Victoria International Airport - Victoria,China Eastern Airlines
17895,Goose Bay Airport - Goose Bay,2022-06-24,23:10,05:18,2022-06-24,North Bay Jack Garland Airport - North Bay,Evergreen Intl Airlines
17896,Medicine Hat Regional Airport - Medicine Hat,2022-06-10,00:03,05:53,2022-06-10,Swift Current Airport - Swift Current,Kiwi Travel Intl Airlines
17897,Armstrong Airport - Armstrong,2022-06-15,01:31,03:57,2022-06-15,Taloyoak Airport - Taloyoak,Martinair Holland
17898,Lester B. Pearson International Airport - Toronto,2022-06-22,07:05,07:47,2022-06-22,Timmins/Victor M. Power - Timmins,LAN Airlines
17899,Taloyoak Airport - Taloyoak,2022-06-25,22:22,00:24,2022-06-25,Mont Joli Airport - Mont-Joli,Singapore Airlines
17900,St Leonard Airport - St Leonard,2022-06-15,05:14,05:52,2022-06-15,Armstrong Airport - Armstrong,Lufthansa German Airlines
17901,Goose Bay Airport - Goose Bay,2022-06-17,19:48,01:52,2022-06-17,Swift Current Airport - Swift Current,Hainan Airlines
17902,Downsview Airport - Toronto,2022-06-30,15:04,20:55,2022-06-30,Lester B. Pearson International Airport - Toronto,Nauru Airlines
17903,Taloyoak Airport - Taloyoak,2022-06-02,10:11,16:40,2022-06-02,St Leonard Airport - St Leonard,AirAsia X
17904,La Ronge Airport - La Ronge,2022-06-12,16:48,17:26,2022-06-12,Mont Joli Airport - Mont-Joli,JALways
17905,Downsview Airport - Toronto,2022-06-18,13:26,16:13,2022-06-18,Kapuskasing Airport - Kapuskasing,Scoot Tigerair
17906,Mont Joli Airport - Mont-Joli,2022-06-15,07:26,12:15,2022-06-15,Swift Current Airport - Swift Current,Garuda Indonesia
17907,St. John's International Airport - St. John's,2022-06-25,17:57,20:03,2022-06-25,Northwest Regional Airport Terrace-Kitimat - Terrace,Swissair
17908,Downsview Airport - Toronto,2022-06-13,10:54,13:30,2022-06-13,Lester B. Pearson International Airport - Toronto,Garuda Indonesia
17909,Medicine Hat Regional Airport - Medicine Hat,2022-06-15,11:40,18:17,2022-06-15,Gore Bay Manitoulin Airport - Gore Bay,Air Caledonie International
17910,Mont Joli Airport - Mont-Joli,2022-06-15,18:49,21:46,2022-06-15,Northwest Regional Airport Terrace-Kitimat - Terrace,China Southern Airlines
17911,Bonaventure Airport - Bonaventure,2022-06-22,16:42,17:57,2022-06-22,Swift Current Airport - Swift Current,Transair
17912,Armstrong Airport - Armstrong,2022-06-14,20:20,23:57,2022-06-14,Swift Current Airport - Swift Current,Ansett International
17913,Fort St John Airport - Fort St.John,2022-06-15,16:13,20:19,2022-06-15,Taloyoak Airport - Taloyoak,United Parcel Service
17914,St. John's International Airport - St. John's,2022-06-07,12:16,15:32,2022-06-07,North Bay Jack Garland Airport - North Bay,Malaysia Airlines
17915,Abbotsford International Airport - Abbotsford,2022-06-22,05:49,06:13,2022-06-22,Timmins/Victor M. Power - Timmins,Air Zimbabwe
17916,Mont Joli Airport - Mont-Joli,2022-06-21,17:42,21:13,2022-06-21,Fort St John Airport - Fort St.John,Air Paradise International
17917,Bonaventure Airport - Bonaventure,2022-06-24,16:27,23:02,2022-06-24,North Bay Jack Garland Airport - North Bay,Tigerair Australia
17918,North Bay Jack Garland Airport - North Bay,2022-06-25,05:59,12:22,2022-06-25,Churchill Airport - Churchill,Pacific Air Express
17919,Whale Cove Airport - Whale Cove,2022-06-24,06:08,07:32,2022-06-24,St Leonard Airport - St Leonard,Pel-Air Aviation
17920,Armstrong Airport - Armstrong,2022-06-10,00:20,00:55,2022-06-10,St Leonard Airport - St Leonard,Lan Chile
17921,Fort Nelson Airport - Fort Nelson,2022-06-30,15:37,16:15,2022-06-30,Abbotsford International Airport - Abbotsford,Canadian Airlines Intl
17922,Mont Joli Airport - Mont-Joli,2022-06-15,09:31,12:31,2022-06-15,Goose Bay Airport - Goose Bay,Air China
17923,Lynn Lake Airport - Lynn Lake,2022-06-10,06:54,11:01,2022-06-10,Beaver Creek Airport - Beaver Creek,Air Zimbabwe
17924,La Ronge Airport - La Ronge,2022-06-26,23:33,05:27,2022-06-26,Beaver Creek Airport - Beaver Creek,Air Australia
17925,Kapuskasing Airport - Kapuskasing,2022-06-14,08:26,10:34,2022-06-14,Taloyoak Airport - Taloyoak,Continental Micronesia
17926,Medicine Hat Regional Airport - Medicine Hat,2022-06-09,17:36,23:46,2022-06-09,Gore Bay Manitoulin Airport - Gore Bay,Sichuan Airlines
17927,Kapuskasing Airport - Kapuskasing,2022-06-22,06:21,09:39,2022-06-22,Whale Cove Airport - Whale Cove,China Airlines
17928,Lester B. Pearson International Airport - Toronto,2022-06-11,13:46,19:07,2022-06-11,Fort Smith Airport - Fort Smith,Indonesia AirAsia
17929,Medicine Hat Regional Airport - Medicine Hat,2022-06-23,05:31,09:02,2022-06-23,Beaver Creek Airport - Beaver Creek,Aegean Airlines
17930,Kapuskasing Airport - Kapuskasing,2022-06-15,12:32,18:29,2022-06-15,Victoria International Airport - Victoria,Cook Islands International
17931,Lynn Lake Airport - Lynn Lake,2022-06-07,17:12,17:51,2022-06-07,Victoria International Airport - Victoria,EgyptAir
17932,Whale Cove Airport - Whale Cove,2022-06-09,07:48,14:19,2022-06-09,Downsview Airport - Toronto,Air Niugini
17933,Taloyoak Airport - Taloyoak,2022-06-22,19:35,01:24,2022-06-22,La Ronge Airport - La Ronge,Air New Zealand
17934,Lester B. Pearson International Airport - Toronto,2022-06-26,06:04,07:33,2022-06-26,Timmins/Victor M. Power - Timmins,SkyExpress
17935,Timmins/Victor M. Power - Timmins,2022-06-23,09:45,15:34,2022-06-23,Fort St John Airport - Fort St.John,Gemini Air Cargo
17936,Fort Smith Airport - Fort Smith,2022-06-10,02:46,04:39,2022-06-10,Beaver Creek Airport - Beaver Creek,British Airways
17937,Downsview Airport - Toronto,2022-06-24,22:49,04:53,2022-06-24,Fort St John Airport - Fort St.John,Yugoslav Airlines
17938,Taloyoak Airport - Taloyoak,2022-06-16,08:50,14:17,2022-06-16,Fort St John Airport - Fort St.John,National Airlines
17939,Goose Bay Airport - Goose Bay,2022-06-11,09:38,14:18,2022-06-11,Lester B. Pearson International Airport - Toronto,Continental Micronesia
17940,Whale Cove Airport - Whale Cove,2022-06-06,22:04,03:58,2022-06-06,Gore Bay Manitoulin Airport - Gore Bay,Jetstar
17941,Churchill Airport - Churchill,2022-06-10,17:14,19:39,2022-06-10,Beaver Creek Airport - Beaver Creek,Jin Air
17942,Kapuskasing Airport - Kapuskasing,2022-06-06,05:39,09:11,2022-06-06,Fort St John Airport - Fort St.John,Canadian Airlines Intl
17943,Fort St John Airport - Fort St.John,2022-06-05,03:52,04:39,2022-06-05,St. John's International Airport - St. John's,Scoot Tigerair
17944,North Bay Jack Garland Airport - North Bay,2022-06-22,13:08,19:31,2022-06-22,Armstrong Airport - Armstrong,Air China
17945,Northwest Regional Airport Terrace-Kitimat - Terrace,2022-06-08,02:32,09:04,2022-06-08,Fort Nelson Airport - Fort Nelson,Fiji Airways
17946,Lester B. Pearson International Airport - Toronto,2022-06-13,22:23,02:10,2022-06-13,Taloyoak Airport - Taloyoak,Air Nauru
17947,Northwest Regional Airport Terrace-Kitimat - Terrace,2022-06-07,01:56,07:57,2022-06-07,Whale Cove Airport - Whale Cove,AirAsia X
17948,Downsview Airport - Toronto,2022-06-12,16:17,20:54,2022-06-12,Lynn Lake Airport - Lynn Lake,Solomon Airlines
17949,North Bay Jack Garland Airport - North Bay,2022-06-14,00:06,00:31,2022-06-14,Mont Joli Airport - Mont-Joli,Donghai Airlines
17950,Churchill Airport - Churchill,2022-06-27,23:15,04:46,2022-06-27,Bonaventure Airport - Bonaventure,American Airlines
17951,Beaver Creek Airport - Beaver Creek,2022-06-24,02:30,05:13,2022-06-24,Armstrong Airport - Armstrong,Singapore Airlines
17952,Timmins/Victor M. Power - Timmins,2022-06-06,21:36,01:28,2022-06-06,Whale Cove Airport - Whale Cove,Thai Airways International
17953,Bonaventure Airport - Bonaventure,2022-06-21,12:38,16:02,2022-06-21,Beaver Creek Airport - Beaver Creek,Jin Air
17954,Lynn Lake Airport - Lynn Lake,2022-06-20,09:25,15:51,2022-06-20,Armstrong Airport - Armstrong,Virgin Atlantic Airways
17955,St. John's International Airport - St. John's,2022-06-21,22:52,01:15,2022-06-21,Swift Current Airport - Swift Current,Gemini Air Cargo
17956,Taloyoak Airport - Taloyoak,2022-06-23,15:48,17:35,2022-06-23,Medicine Hat Regional Airport - Medicine Hat,Air Nauru
17957,Fort St John Airport - Fort St.John,2022-06-01,18:12,20:52,2022-06-01,Lynn Lake Airport - Lynn Lake,Delta Air Lines
17958,Medicine Hat Regional Airport - Medicine Hat,2022-06-16,03:21,07:20,2022-06-16,Churchill Airport - Churchill,Sichuan Airlines
17959,Swift Current Airport - Swift Current,2022-06-22,13:18,14:04,2022-06-22,Victoria International Airport - Victoria,Eva Air
17960,Churchill Airport - Churchill,2022-06-21,16:37,18:07,2022-06-21,Downsview Airport - Toronto,Lan Chile
17961,Victoria International Airport - Victoria,2022-06-11,21:18,22:31,2022-06-11,North Bay Jack Garland Airport - North Bay,SriLankan Airlines
17962,Victoria International Airport - Victoria,2022-06-07,12:56,18:37,2022-06-07,Whale Cove Airport - Whale Cove,China Airlines
17963,St. John's International Airport - St. John's,2022-06-20,17:18,18:11,2022-06-20,Abbotsford International Airport - Abbotsford,Hong Kong Airlines
17964,Bonaventure Airport - Bonaventure,2022-06-22,06:19,09:13,2022-06-22,Mont Joli Airport - Mont-Joli,Air India
17965,Downsview Airport - Toronto,2022-06-08,12:35,16:08,2022-06-08,Churchill Airport - Churchill,Ansett International
17966,Lynn Lake Airport - Lynn Lake,2022-06-29,03:40,07:39,2022-06-29,Medicine Hat Regional Airport - Medicine Hat,Australian Airlines
17967,Swift Current Airport - Swift Current,2022-06-05,15:52,20:06,2022-06-05,Victoria International Airport - Victoria,Valuair
17968,Medicine Hat Regional Airport - Medicine Hat,2022-06-12,10:32,13:03,2022-06-12,Victoria International Airport - Victoria,Samoa Airways
17969,Victoria International Airport - Victoria,2022-06-24,09:32,15:01,2022-06-24,Timmins/Victor M. Power - Timmins,Asian Express Airlines
17970,North Bay Jack Garland Airport - North Bay,2022-06-13,20:23,23:11,2022-06-13,St. John's International Airport - St. John's,Freedom Air International
17971,Downsview Airport - Toronto,2022-06-06,23:44,01:20,2022-06-06,St. John's International Airport - St. John's,China Southern Airlines
17972,St. John's International Airport - St. John's,2022-06-09,05:12,10:05,2022-06-09,Gore Bay Manitoulin Airport - Gore Bay,Kiwi Travel Intl Airlines
17973,Abbotsford International Airport - Abbotsford,2022-06-23,14:33,20:08,2022-06-23,Northwest Regional Airport Terrace-Kitimat - Terrace,Thai Airways International
17974,Victoria International Airport - Victoria,2022-06-08,00:29,06:41,2022-06-08,Bonaventure Airport - Bonaventure,Thai AirAsia X
17975,Swift Current Airport - Swift Current,2022-06-25,16:54,22:22,2022-06-25,St. John's International Airport - St. John's,Hainan Airlines
17976,Goose Bay Airport - Goose Bay,2022-06-13,05:53,11:26,2022-06-13,Lester B. Pearson International Airport - Toronto,Malaysia Airlines
17977,Beaver Creek Airport - Beaver Creek,2022-06-16,12:30,18:23,2022-06-16,Fort Nelson Airport - Fort Nelson,Pan American
17978,Fort St John Airport - Fort St.John,2022-06-03,11:48,15:25,2022-06-03,Whale Cove Airport - Whale Cove,Asian Express Airlines
17979,Fort Nelson Airport - Fort Nelson,2022-06-24,03:23,06:35,2022-06-24,Taloyoak Airport - Taloyoak,Malindo Air
17980,Churchill Airport - Churchill,2022-06-08,21:47,23:40,2022-06-08,Gore Bay Manitoulin Airport - Gore Bay,Freedom Air International
17981,Abbotsford International Airport - Abbotsford,2022-06-22,15:18,16:50,2022-06-22,Lester B. Pearson International Airport - Toronto,Vietnam Airlines
17982,Mont Joli Airport - Mont-Joli,2022-06-04,03:28,04:16,2022-06-04,La Ronge Airport - La Ronge,Air China
17983,Fort Nelson Airport - Fort Nelson,2022-06-12,00:03,02:57,2022-06-12,North Bay Jack Garland Airport - North Bay,Air Canada
